Gene_ids	Treatment1	Treatment2	Treatment3	Controle1	Controle2	Controle3
ENSG00000287439	0	0	0	0	0	0
ENSG00000188467	0	0	0	0	0	0
ENSG00000104177	835	917	863	879	751	751
ENSG00000233932	0	0	0	0	0	0
ENSG00000074803	5	5	5	9	2	2
ENSG00000259235	0	0	0	0	0	0
ENSG00000259385	0	0	0	0	0	0
ENSG00000259488	11	17	16	9	5	5
ENSG00000202542	0	2	0	0	0	0
ENSG00000128951	1651	1150	1318	886	540	540
ENSG00000166147	93	117	134	118	124	124
ENSG00000286947	0	0	0	0	0	0
ENSG00000274654	0	0	0	0	0	0
ENSG00000259705	0	3	1	3	1	1
ENSG00000273925	0	1	0	1	0	0
ENSG00000103995	518	537	604	368	284	284
ENSG00000259216	1	4	3	1	2	2
ENSG00000259469	5	1	2	1	0	0
ENSG00000259670	0	0	0	0	0	0
ENSG00000259700	0	0	0	0	1	1
ENSG00000185634	189	166	181	68	77	77
ENSG00000255302	5019	3828	3957	4518	3159	3159
ENSG00000259602	0	1	0	0	0	0
ENSG00000259500	35	17	33	1	0	0
ENSG00000138593	808	1207	1315	1578	1117	1117
ENSG00000207105	0	0	0	0	0	0
ENSG00000265942	0	0	0	1	0	0
ENSG00000259656	2	2	2	0	2	2
ENSG00000166200	2055	1711	1798	2430	1576	1576
ENSG00000200120	0	0	0	0	0	0
ENSG00000156958	453	358	415	421	379	379
ENSG00000259467	0	0	0	0	0	0
ENSG00000264210	0	0	0	0	0	0
ENSG00000259545	0	0	0	0	0	0
ENSG00000243338	0	0	0	0	0	0
ENSG00000166262	87	51	62	123	99	99
ENSG00000275580	3	4	4	2	3	3
ENSG00000276593	0	0	0	0	0	0
ENSG00000259531	0	2	6	0	1	1
ENSG00000140285	0	2	1	2	1	1
ENSG00000104047	749	591	687	734	485	485
ENSG00000259388	0	1	3	0	0	0
ENSG00000104043	14	14	14	13	7	7
ENSG00000259188	0	0	0	1	1	1
ENSG00000201086	0	0	0	0	0	0
ENSG00000140284	1346	923	1094	949	697	697
ENSG00000200605	0	0	0	0	0	0
ENSG00000140287	2	1	2	0	1	1
ENSG00000241175	0	0	0	0	0	0
ENSG00000104064	1494	1213	1285	1167	749	749
ENSG00000271819	3	1	0	0	0	0
ENSG00000285410	673	522	588	894	841	841
ENSG00000244879	616	802	936	533	577	577
ENSG00000259715	0	0	0	0	0	0
ENSG00000284284	0	0	0	0	0	0
ENSG00000259465	0	0	0	0	1	1
ENSG00000138592	2666	2957	3232	4036	3093	3093
ENSG00000252376	0	0	0	0	0	0
ENSG00000242737	0	2	0	0	1	1
ENSG00000170236	22	24	22	14	18	18
ENSG00000092439	3824	4926	5337	5608	3921	3921
ENSG00000259684	0	0	0	0	0	0
ENSG00000288645	0	0	0	0	0	0
ENSG00000243027	1	0	0	0	0	0
ENSG00000138600	2898	2752	2930	3546	2287	2287
ENSG00000279665	0	0	0	0	0	0
ENSG00000259773	0	0	0	0	0	0
ENSG00000241130	0	0	0	0	0	0
ENSG00000273674	10	5	16	9	12	12
ENSG00000081014	1181	1383	1514	1418	1002	1002
ENSG00000259378	6	5	5	2	2	2
ENSG00000259240	12	9	10	6	14	14
ENSG00000183578	37	31	35	26	19	19
ENSG00000259204	0	1	0	0	0	0
ENSG00000137869	9	20	20	18	23	23
ENSG00000266593	0	0	0	0	0	0
ENSG00000259701	1	2	3	0	2	2
ENSG00000283614	0	0	0	0	0	0
ENSG00000278098	0	0	0	0	0	0
ENSG00000259306	23	20	31	30	32	32
ENSG00000186417	213	206	218	281	229	229
ENSG00000270378	0	0	1	0	1	1
ENSG00000259194	0	0	1	0	2	2
ENSG00000259678	1	1	1	1	0	0
ENSG00000104093	1116	1943	2011	1913	1501	1501
ENSG00000259668	19	15	25	13	10	10
ENSG00000104112	0	3	2	1	1	1
ENSG00000259241	0	0	0	0	0	0
ENSG00000259296	0	0	0	0	0	0
ENSG00000140280	293	211	233	215	125	125
ENSG00000128872	66	71	83	80	55	55
ENSG00000259377	0	0	0	0	1	1
ENSG00000138594	2824	2977	3212	3584	2541	2541
ENSG00000274954	0	0	0	0	0	0
ENSG00000277677	0	0	0	0	1	1
ENSG00000259632	2	3	2	1	1	1
ENSG00000207484	0	0	0	0	0	0
ENSG00000259201	0	1	1	0	1	1
ENSG00000272337	1	1	1	0	0	0
ENSG00000259185	0	0	0	0	0	0
ENSG00000259556	11	13	11	7	15	15
ENSG00000166477	2007	1658	1718	2004	1662	1662
ENSG00000069956	3244	3264	3491	3358	2191	2191
ENSG00000259438	15	10	17	9	16	16
ENSG00000274528	26	20	22	26	18	18
ENSG00000259398	0	0	0	0	0	0
ENSG00000259712	3	2	0	1	1	1
ENSG00000259178	0	0	0	0	0	0
ENSG00000242327	1	0	2	0	0	0
ENSG00000137875	2	1	2	1	1	1
ENSG00000069966	553	388	567	459	456	456
ENSG00000259327	0	0	0	0	0	0
ENSG00000259709	1	3	3	0	0	0
ENSG00000206995	0	1	0	0	0	0
ENSG00000259577	7	11	14	13	14	14
ENSG00000128833	3788	4552	4871	4485	3744	3744
ENSG00000221052	0	0	0	0	0	0
ENSG00000197535	1343	1830	1977	1880	1475	1475
ENSG00000231169	0	0	1	1	2	2
ENSG00000128989	6112	6165	6864	6447	4522	4522
ENSG00000260618	2	11	19	7	11	11
ENSG00000047346	1258	1522	1540	2279	1813	1813
ENSG00000259935	0	2	3	4	2	2
ENSG00000287500	1	0	1	2	0	0
ENSG00000169856	29	34	58	33	29	29
ENSG00000259203	0	0	3	0	0	0
ENSG00000214896	2	0	1	1	0	0
ENSG00000259612	20	12	17	7	3	3
ENSG00000259237	0	0	0	0	0	0
ENSG00000287596	0	0	0	0	0	0
ENSG00000166415	10	1	8	8	7	7
ENSG00000252066	0	0	0	0	0	0
ENSG00000206641	0	0	0	0	0	0
ENSG00000259301	0	0	0	0	0	0
ENSG00000280362	1	0	0	1	0	0
ENSG00000259669	0	0	0	0	0	0
ENSG00000137766	1	0	0	1	0	0
ENSG00000259619	0	0	0	0	0	0
ENSG00000259550	0	0	0	0	0	0
ENSG00000260937	0	0	0	0	0	0
ENSG00000279145	2	0	0	1	1	1
ENSG00000137876	1681	1252	1311	1871	1213	1213
ENSG00000069974	438	356	429	388	293	293
ENSG00000276533	0	0	0	2	0	0
ENSG00000225973	107	96	122	138	110	110
ENSG00000069943	208	177	183	214	198	198
ENSG00000260916	314	245	300	346	249	249
ENSG00000274765	0	2	1	0	0	0
ENSG00000277548	0	2	3	1	0	0
ENSG00000261771	0	0	0	0	0	0
ENSG00000283891	0	0	0	0	0	0
ENSG00000261652	31	21	23	23	17	17
ENSG00000256061	7	9	11	11	6	6
ENSG00000260036	0	0	2	0	0	0
ENSG00000171016	10	20	13	5	13	13
ENSG00000285805	0	0	1	2	0	0
ENSG00000166450	123	162	193	130	101	101
ENSG00000259180	0	0	0	0	0	0
ENSG00000259369	2	0	0	0	0	0
ENSG00000069869	978	1033	1147	1330	1012	1012
ENSG00000230183	0	0	0	1	2	2
ENSG00000239703	0	0	0	0	0	0
ENSG00000261333	0	0	0	0	0	0
ENSG00000181827	900	1322	1310	1333	1064	1064
ENSG00000261072	0	0	0	0	0	0
ENSG00000151575	71	66	42	74	42	42
ENSG00000275417	0	0	0	0	0	0
ENSG00000199784	0	0	0	0	0	0
ENSG00000261174	0	0	0	0	0	0
ENSG00000259941	0	1	0	0	0	0
ENSG00000261823	0	0	0	0	0	0
ENSG00000138587	156	139	140	74	46	46
ENSG00000277245	0	0	0	1	0	0
ENSG00000260392	0	0	0	0	0	0
ENSG00000137871	260	228	254	333	221	221
ENSG00000276696	0	0	0	0	0	0
ENSG00000285253	0	0	1	0	0	0
ENSG00000274667	9	4	10	10	5	5
ENSG00000279683	0	0	0	0	0	0
ENSG00000285331	20	16	21	26	12	12
ENSG00000225625	0	0	0	0	0	0
ENSG00000276524	3	2	0	1	3	3
ENSG00000275343	0	1	1	0	1	1
ENSG00000140262	917	972	1099	1145	941	941
ENSG00000260689	0	2	2	2	1	1
ENSG00000239035	0	0	0	0	0	0
ENSG00000247982	3	3	3	0	4	4
ENSG00000260172	0	0	0	0	0	0
ENSG00000260870	0	0	0	0	0	0
ENSG00000128849	74	68	83	164	174	174
ENSG00000252984	0	0	0	0	0	0
ENSG00000261489	0	0	0	0	0	0
ENSG00000261265	0	0	0	0	0	0
ENSG00000276772	0	0	0	1	0	0
ENSG00000240874	0	0	0	0	0	0
ENSG00000263155	7	2	4	6	6	6
ENSG00000137878	15	16	17	21	22	22
ENSG00000255529	331	273	293	415	238	238
ENSG00000261219	0	0	0	0	0	0
ENSG00000128918	8	12	8	15	28	28
ENSG00000259477	0	0	0	0	0	0
ENSG00000274719	0	0	0	0	0	0
ENSG00000259285	0	0	0	0	0	0
ENSG00000103569	0	0	2	1	0	0
ENSG00000259651	0	0	0	0	0	0
ENSG00000259626	0	0	0	0	0	0
ENSG00000259600	0	0	0	0	0	0
ENSG00000259379	0	0	0	0	0	0
ENSG00000259671	0	0	0	0	0	0
ENSG00000240934	0	0	0	0	0	0
ENSG00000166035	0	0	2	0	1	1
ENSG00000259293	0	0	0	1	0	0
ENSG00000277229	0	0	0	0	0	0
ENSG00000277790	0	0	0	0	0	0
ENSG00000259476	0	0	0	0	0	0
ENSG00000259250	10	3	6	4	6	6
ENSG00000137845	1983	2078	2336	3628	2645	2645
ENSG00000270986	0	0	0	0	0	0
ENSG00000182625	0	1	0	0	0	0
ENSG00000282100	3	2	4	3	3	3
ENSG00000199730	0	0	0	0	0	0
ENSG00000278513	0	0	0	0	0	0
ENSG00000286897	0	0	0	0	0	0
ENSG00000259173	0	0	0	0	0	0
ENSG00000200318	0	0	0	0	0	0
ENSG00000245975	9	6	5	8	12	12
ENSG00000128923	201	298	319	465	327	327
ENSG00000259402	0	0	0	0	0	0
ENSG00000259353	0	0	0	0	0	0
ENSG00000259738	0	0	0	0	0	0
ENSG00000157450	623	624	704	840	649	649
ENSG00000242747	10	11	5	0	0	0
ENSG00000137776	2546	2377	2512	2706	2327	2327
ENSG00000225798	0	1	2	2	1	1
ENSG00000259393	0	0	0	0	0	0
ENSG00000241640	0	0	0	0	0	0
ENSG00000157456	1311	1000	1013	975	732	732
ENSG00000277144	1	2	1	1	1	1
ENSG00000259732	2	2	2	1	0	0
ENSG00000157483	485	420	559	574	561	561
ENSG00000253030	0	0	4	2	1	1
ENSG00000171989	0	0	1	0	0	0
ENSG00000200070	0	0	0	0	0	0
ENSG00000259771	1	0	0	0	1	1
ENSG00000199512	0	0	0	0	0	0
ENSG00000259735	0	0	0	0	0	0
ENSG00000157470	178	144	129	102	83	83
ENSG00000259750	0	1	0	0	0	0
ENSG00000259674	0	1	1	0	0	0
ENSG00000200252	0	0	0	0	0	0
ENSG00000243780	0	0	0	0	0	0
ENSG00000240238	1	3	3	0	1	1
ENSG00000201704	0	0	0	0	0	0
ENSG00000140297	5	2	3	2	5	5
ENSG00000140307	640	454	534	591	407	407
ENSG00000227161	0	0	0	0	0	0
ENSG00000140299	982	903	979	1058	752	752
ENSG00000259657	1	3	2	0	1	1
ENSG00000259238	0	0	0	0	0	0
ENSG00000234797	6	10	15	4	1	1
ENSG00000286495	0	0	0	0	0	0
ENSG00000259601	0	0	0	0	0	0
ENSG00000259573	0	0	0	0	0	0
ENSG00000171956	1	0	1	0	0	0
ENSG00000259558	0	0	0	0	0	0
ENSG00000259223	0	0	0	0	0	0
ENSG00000287915	0	0	0	0	0	0
ENSG00000182718	4013	2780	3293	4170	3598	3598
ENSG00000240163	0	0	1	1	0	0
ENSG00000242667	4	3	2	1	2	2
ENSG00000273721	0	0	0	0	0	0
ENSG00000128915	679	671	754	783	559	559
ENSG00000245534	11	10	9	13	8	8
ENSG00000069667	21	46	45	63	45	45
ENSG00000259274	1	1	0	1	0	0
ENSG00000259513	0	0	0	1	0	0
ENSG00000273958	0	0	0	0	0	0
ENSG00000286457	1	1	0	0	0	0
ENSG00000287508	1	1	0	1	1	1
ENSG00000277413	0	0	0	0	0	0
ENSG00000259482	0	0	0	0	0	0
ENSG00000212625	0	0	0	0	0	0
ENSG00000259591	0	0	0	0	0	0
ENSG00000273792	0	0	0	0	1	1
ENSG00000259481	0	0	0	0	0	0
ENSG00000259575	0	0	0	0	0	0
ENSG00000276473	0	0	0	0	0	0
ENSG00000259616	0	0	0	0	0	0
ENSG00000259530	0	0	0	0	0	0
ENSG00000259675	0	0	0	0	0	0
ENSG00000271195	0	0	0	0	0	0
ENSG00000259284	0	0	0	0	0	0
ENSG00000259564	0	0	0	0	0	0
ENSG00000129003	406	716	778	835	579	579
ENSG00000285863	1	0	1	2	0	0
ENSG00000259251	0	0	0	0	1	1
ENSG00000198535	21	13	14	12	5	5
ENSG00000259466	0	0	0	0	1	1
ENSG00000205502	0	0	0	0	0	0
ENSG00000259697	0	0	0	0	0	0
ENSG00000166104	0	0	1	0	0	0
ENSG00000259878	0	0	0	0	0	0
ENSG00000276713	0	0	0	0	0	0
ENSG00000260062	0	0	1	0	0	0
ENSG00000260375	0	0	0	0	0	0
ENSG00000261296	0	0	0	0	0	0
ENSG00000260957	0	0	0	0	0	0
ENSG00000277919	0	0	0	0	0	0
ENSG00000275451	0	0	0	0	0	0
ENSG00000259557	0	0	0	1	0	0
ENSG00000274340	0	1	1	1	1	1
ENSG00000171914	388	364	452	240	270	270
ENSG00000259458	0	0	0	0	0	0
ENSG00000259756	0	0	0	0	0	0
ENSG00000211137	0	0	0	0	0	0
ENSG00000259370	6	9	8	6	7	7
ENSG00000259727	6	3	3	0	0	0
ENSG00000259394	5	0	3	1	1	1
ENSG00000140416	3081	2353	2695	2729	2275	2275
ENSG00000259498	1	0	0	2	1	1
ENSG00000259627	0	0	0	0	0	0
ENSG00000259672	1	0	0	0	0	0
ENSG00000103642	404	321	361	546	381	381
ENSG00000185088	1246	915	981	1427	1102	1102
ENSG00000166128	353	366	396	506	380	380
ENSG00000138613	224	189	216	330	258	258
ENSG00000074410	3538	2901	3523	1429	1323	1323
ENSG00000259459	37	36	28	4	7	7
ENSG00000259268	0	1	0	1	1	1
ENSG00000276651	1	1	3	1	2	2
ENSG00000140455	614	563	628	792	666	666
ENSG00000259248	9	22	18	10	11	11
ENSG00000197361	26	15	22	18	27	27
ENSG00000103657	623	1136	1112	905	871	871
ENSG00000259589	0	0	1	0	0	0
ENSG00000199156	0	0	0	0	0	0
ENSG00000275785	0	0	0	0	0	0
ENSG00000035664	136	100	116	113	102	102
ENSG00000259351	0	2	0	0	1	1
ENSG00000166797	613	416	455	564	415	415
ENSG00000028528	1716	1425	1595	1895	1840	1840
ENSG00000201071	0	0	0	0	0	0
ENSG00000157734	26	22	36	10	18	18
ENSG00000166794	1866	1064	1359	1178	1219	1219
ENSG00000169118	686	803	888	966	764	764
ENSG00000259316	0	0	0	0	0	0
ENSG00000252774	0	0	0	0	0	0
ENSG00000166803	908	643	652	438	214	214
ENSG00000103671	538	437	495	671	492	492
ENSG00000206781	0	1	0	0	0	0
ENSG00000180357	1056	1242	1514	1390	1489	1489
ENSG00000259682	0	0	0	0	0	0
ENSG00000248415	15	7	9	4	5	5
ENSG00000243403	3	0	0	1	1	1
ENSG00000239465	1	2	1	0	2	2
ENSG00000207223	0	0	0	0	0	0
ENSG00000207162	0	0	0	0	0	0
ENSG00000180304	768	433	596	696	710	710
ENSG00000265967	0	0	0	0	0	0
ENSG00000264937	1	2	1	0	0	0
ENSG00000259635	0	0	0	1	2	2
ENSG00000166831	33	14	42	18	19	19
ENSG00000221033	0	0	0	0	0	0
ENSG00000140451	121	76	142	56	117	117
ENSG00000241839	111	71	104	87	133	133
ENSG00000249240	0	0	0	0	0	0
ENSG00000287494	0	0	0	0	0	0
ENSG00000166839	12	19	25	16	17	17
ENSG00000275332	0	0	0	0	0	0
ENSG00000274383	3	1	1	4	0	0
ENSG00000090487	1893	1474	1548	1810	1611	1611
ENSG00000103707	224	179	205	207	139	139
ENSG00000270218	1	0	0	0	1	1
ENSG00000186198	1	1	1	0	0	0
ENSG00000277351	0	0	0	0	0	0
ENSG00000103710	3	1	1	0	0	0
ENSG00000234438	0	0	0	0	0	0
ENSG00000278737	0	0	0	0	3	3
ENSG00000246922	51	50	64	29	52	52
ENSG00000259258	0	0	0	0	0	0
ENSG00000090470	569	475	496	602	526	526
ENSG00000166855	1240	1059	1109	1373	1082	1082
ENSG00000138615	0	1	3	1	2	2
ENSG00000279268	0	0	0	0	0	0
ENSG00000201709	0	0	0	0	0	0
ENSG00000138617	325	286	279	334	332	332
ENSG00000206903	0	0	0	0	0	0
ENSG00000199568	0	1	1	1	0	0
ENSG00000259346	0	0	0	0	1	1
ENSG00000200156	0	0	0	0	0	0
ENSG00000174498	162	103	184	238	333	333
ENSG00000103742	12	5	19	11	12	12
ENSG00000074603	997	1132	1214	1386	1009	1009
ENSG00000270690	0	2	1	0	0	0
ENSG00000259232	0	0	0	0	0	0
ENSG00000252217	0	0	0	0	0	0
ENSG00000074696	5248	4499	4911	5221	3745	3745
ENSG00000207449	0	0	0	0	0	0
ENSG00000138614	1388	1012	1211	1291	1182	1182
ENSG00000074621	528	483	573	696	756	756
ENSG00000275638	0	0	0	0	0	0
ENSG00000174485	405	540	556	667	468	468
ENSG00000238311	0	0	0	0	0	0
ENSG00000264737	0	0	0	0	0	0
ENSG00000103769	3289	2589	2810	4076	3088	3088
ENSG00000261544	0	0	0	0	0	0
ENSG00000259924	2	1	2	1	2	2
ENSG00000249271	3	1	2	1	0	0
ENSG00000283249	0	0	0	0	0	0
ENSG00000157890	6	1	5	2	4	4
ENSG00000263512	0	0	0	0	0	0
ENSG00000261318	0	0	0	0	0	0
ENSG00000166938	499	477	525	446	427	427
ENSG00000260773	3	4	1	1	0	0
ENSG00000075131	364	310	305	171	134	134
ENSG00000252712	0	0	0	0	0	0
ENSG00000223271	0	1	0	0	0	0
ENSG00000240821	0	0	0	0	0	0
ENSG00000169032	756	564	711	789	677	677
ENSG00000261102	0	0	0	0	0	0
ENSG00000243404	0	1	0	0	0	0
ENSG00000261351	18	16	28	28	22	22
ENSG00000174446	471	317	374	416	400	400
ENSG00000266589	0	0	0	0	0	0
ENSG00000174444	17963	11622	13279	15476	14189	14189
ENSG00000199574	0	0	0	0	0	0
ENSG00000280554	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0
ENSG00000199673	0	0	0	0	0	0
ENSG00000200623	0	0	0	0	0	0
ENSG00000174442	842	700	743	547	312	312
ENSG00000188501	6	2	3	1	2	2
ENSG00000259471	0	0	0	0	0	0
ENSG00000137834	266	226	330	297	376	376
ENSG00000274995	0	0	0	0	0	0
ENSG00000270490	1	0	0	0	0	0
ENSG00000277152	0	1	2	1	1	1
ENSG00000259437	0	0	0	0	0	0
ENSG00000259289	0	0	0	0	0	0
ENSG00000259347	3	4	4	7	11	11
ENSG00000259246	0	0	0	0	0	0
ENSG00000166949	2085	1853	2255	2782	2963	2963
ENSG00000259202	0	0	0	0	0	0
ENSG00000103591	2171	1610	1665	2099	1543	1543
ENSG00000242634	0	0	0	0	1	1
ENSG00000103599	104	102	89	117	96	96
ENSG00000259673	128	130	144	194	189	189
ENSG00000189227	64	41	65	45	39	39
ENSG00000270964	27	19	11	25	34	34
ENSG00000137764	283	191	236	307	347	347
ENSG00000259512	0	0	0	0	2	2
ENSG00000188779	4	1	9	7	5	5
ENSG00000259410	0	0	0	0	0	0
ENSG00000245719	0	0	0	1	0	0
ENSG00000206625	0	0	0	0	0	0
ENSG00000261702	0	0	0	0	0	0
ENSG00000260109	0	1	0	0	0	0
ENSG00000033800	627	568	654	830	666	666
ENSG00000260007	29	32	54	22	32	32
ENSG00000129007	16	4	6	2	3	3
ENSG00000128973	879	524	807	469	631	631
ENSG00000260602	2	0	1	0	0	0
ENSG00000260657	0	0	0	1	0	0
ENSG00000169018	1513	1604	1711	1820	1253	1253
ENSG00000137809	2	1	3	4	2	2
ENSG00000286770	0	0	0	0	0	0
ENSG00000103647	9	3	2	4	6	6
ENSG00000271232	0	0	0	0	0	0
ENSG00000140350	2723	1920	2122	2634	2422	2422
ENSG00000265195	0	0	0	0	0	0
ENSG00000258484	64	53	56	73	61	61
ENSG00000259286	0	0	2	1	0	0
ENSG00000285919	0	1	1	0	0	0
ENSG00000137808	0	0	0	0	0	0
ENSG00000255346	20	24	38	26	48	48
ENSG00000288068	0	1	0	5	1	1
ENSG00000273851	1	0	0	0	0	0
ENSG00000259265	0	0	0	0	0	0
ENSG00000212766	1	2	4	0	4	4
ENSG00000259222	0	0	0	0	0	0
ENSG00000138604	772	766	884	1123	800	800
ENSG00000261634	1	1	1	3	4	4
ENSG00000259504	1	0	0	0	1	1
ENSG00000137819	32	36	51	62	52	52
ENSG00000259645	0	1	0	0	0	0
ENSG00000259426	9	13	11	10	11	11
ENSG00000207395	0	0	0	0	0	0
ENSG00000137807	1411	1280	1381	995	766	766
ENSG00000259191	0	1	3	0	0	0
ENSG00000137818	4415	1473	3409	2065	3795	3795
ENSG00000207119	0	1	2	0	0	0
ENSG00000259215	0	0	1	1	1	1
ENSG00000245750	4	4	7	10	9	9
ENSG00000259457	0	0	0	0	0	0
ENSG00000259496	0	0	0	0	0	0
ENSG00000259309	0	0	0	1	0	0
ENSG00000140332	1631	1076	1637	1293	1808	1808
ENSG00000207965	0	0	0	0	0	0
ENSG00000200216	0	0	0	0	0	0
ENSG00000259252	0	0	0	0	0	0
ENSG00000259503	0	0	0	0	0	0
ENSG00000259473	0	0	0	0	0	0
ENSG00000287741	0	0	0	0	0	0
ENSG00000280639	0	2	0	0	0	0
ENSG00000259227	0	0	0	0	0	0
ENSG00000281264	0	0	0	0	0	0
ENSG00000280515	0	0	0	0	0	0
ENSG00000137831	961	1080	1047	1281	1033	1033
ENSG00000259532	0	0	0	0	0	0
ENSG00000274297	0	0	0	0	0	0
ENSG00000259624	0	0	0	0	0	0
ENSG00000259452	0	0	0	0	0	0
ENSG00000235420	0	0	1	0	0	0
ENSG00000166173	117	91	108	159	135	135
ENSG00000259744	1	0	0	1	0	0
ENSG00000137821	61	55	49	48	43	43
ENSG00000259470	6	2	11	0	2	2
ENSG00000129028	211	132	164	190	128	128
ENSG00000242276	17	6	7	8	3	3
ENSG00000187720	1524	1622	2045	867	1016	1016
ENSG00000225362	61	47	47	7	8	8
ENSG00000259964	1	0	0	0	0	0
ENSG00000259781	6	7	7	8	4	4
ENSG00000260586	3	0	1	3	3	3
ENSG00000212664	26	17	10	24	14	14
ENSG00000278408	0	0	0	0	0	0
ENSG00000278570	19	19	25	10	15	15
ENSG00000260037	2	3	3	2	0	0
ENSG00000066933	502	801	876	775	600	600
ENSG00000200873	0	0	0	0	1	1
ENSG00000261632	0	0	0	0	0	0
ENSG00000260576	1	0	0	0	0	0
ENSG00000222094	0	0	0	0	0	0
ENSG00000166192	114	89	96	138	92	92
ENSG00000243568	0	0	1	0	0	0
ENSG00000260173	0	0	0	1	0	0
ENSG00000175318	18	17	35	52	56	56
ENSG00000067225	31393	19262	26552	23118	25240	25240
ENSG00000137817	1742	1326	1568	1514	1750	1750
ENSG00000273025	0	0	0	0	0	0
ENSG00000261460	8	7	6	9	7	7
ENSG00000140488	0	0	0	0	0	0
ENSG00000260729	0	0	1	2	0	0
ENSG00000213614	696	509	557	779	688	688
ENSG00000260339	16	14	9	23	22	22
ENSG00000243007	43	21	35	1	8	8
ENSG00000187806	0	1	0	0	0	0
ENSG00000261423	15	9	15	12	13	13
ENSG00000271072	2	1	3	1	0	0
ENSG00000261187	1	2	2	4	4	4
ENSG00000166233	1816	1740	1945	2111	1726	1726
ENSG00000283798	0	0	0	0	0	0
ENSG00000260534	0	0	0	0	0	0
ENSG00000278313	0	0	0	0	1	1
ENSG00000260144	0	3	0	1	2	2
ENSG00000259783	0	2	2	0	0	0
ENSG00000260672	0	2	0	1	2	2
ENSG00000259909	0	0	0	0	0	0
ENSG00000215186	0	0	0	0	0	0
ENSG00000274350	0	0	0	0	0	0
ENSG00000175202	1	2	1	2	3	3
ENSG00000261281	0	0	0	0	0	0
ENSG00000140463	598	439	532	625	551	551
ENSG00000159322	1074	910	921	807	714	714
ENSG00000260898	0	2	1	0	2	2
ENSG00000285729	0	0	0	0	0	0
ENSG00000259259	5	2	2	2	0	0
ENSG00000067141	1919	2045	2296	2406	2287	2287
ENSG00000259691	0	0	0	0	0	0
ENSG00000259440	0	0	1	0	0	0
ENSG00000259528	1	0	0	0	0	0
ENSG00000138622	17	12	22	11	12	12
ENSG00000259650	0	0	0	0	0	0
ENSG00000183324	0	0	0	0	0	0
ENSG00000259186	0	0	0	0	0	0
ENSG00000156642	2096	1627	1947	2247	1839	1839
ENSG00000281183	18	42	46	22	28	28
ENSG00000103855	1603	830	1405	1204	1445	1445
ENSG00000276807	0	0	0	0	0	0
ENSG00000205363	51	20	37	2	8	8
ENSG00000260469	4	5	4	1	0	0
ENSG00000260624	0	0	0	0	0	0
ENSG00000167139	0	0	0	0	0	0
ENSG00000261801	425	345	408	374	378	378
ENSG00000129038	146	49	155	64	103	103
ENSG00000067221	146	55	145	95	155	155
ENSG00000140464	596	290	583	437	752	752
ENSG00000287543	4	2	9	4	3	3
ENSG00000260096	0	0	0	0	0	0
ENSG00000159289	0	0	0	0	0	0
ENSG00000278604	0	0	0	0	0	0
ENSG00000214702	0	0	0	0	0	0
ENSG00000167178	1	0	0	1	2	2
ENSG00000248540	0	0	0	0	0	0
ENSG00000261543	0	0	0	0	0	0
ENSG00000278348	0	0	0	0	0	0
ENSG00000129009	0	0	0	1	2	2
ENSG00000137868	30	17	36	30	60	60
ENSG00000140481	4	2	2	9	10	10
ENSG00000280309	0	0	0	0	0	0
ENSG00000261384	0	0	0	0	0	0
ENSG00000277749	0	0	0	0	0	0
ENSG00000140459	1	0	0	0	0	0
ENSG00000260266	0	1	1	1	1	1
ENSG00000261821	0	0	0	0	0	0
ENSG00000274937	0	0	1	0	0	0
ENSG00000277718	0	0	0	0	0	0
ENSG00000138623	83	46	78	65	88	88
ENSG00000277391	0	0	0	0	0	0
ENSG00000286696	0	0	1	0	0	0
ENSG00000138629	732	393	574	582	654	654
ENSG00000247240	111	88	104	79	103	103
ENSG00000260103	1	1	1	0	1	1
ENSG00000261775	0	1	3	0	0	0
ENSG00000212279	0	0	0	0	0	0
ENSG00000179361	54	43	57	48	57	57
ENSG00000179335	1068	792	1111	974	1286	1286
ENSG00000275527	0	0	0	0	0	0
ENSG00000260919	1	3	1	2	3	3
ENSG00000179151	1381	948	1263	1573	1526	1526
ENSG00000140465	2297	1915	2329	5836	4151	4151
ENSG00000140505	5	2	4	16	10	10
ENSG00000103653	1646	656	1527	920	1648	1648
ENSG00000264386	0	0	0	0	0	0
ENSG00000140506	0	1	0	0	1	1
ENSG00000261606	3	4	4	1	4	4
ENSG00000213578	0	0	0	0	0	0
ENSG00000140474	1320	784	1288	738	1259	1259
ENSG00000275411	0	0	0	0	0	0
ENSG00000140497	1667	964	1582	1465	1956	1956
ENSG00000178802	464	287	419	539	611	611
ENSG00000178761	234	251	278	247	279	279
ENSG00000178741	2012	1191	1370	1479	1217	1217
ENSG00000178718	507	266	384	321	326	326
ENSG00000198794	1293	766	1143	1094	1425	1425
ENSG00000261813	3	0	0	0	0	0
ENSG00000199580	0	0	0	0	0	0
ENSG00000260483	0	1	0	0	0	0
ENSG00000138621	329	182	280	239	308	308
ENSG00000260152	0	0	0	1	0	0
ENSG00000203411	1	0	0	0	0	0
ENSG00000252722	0	0	0	0	0	0
ENSG00000240366	8	4	6	1	1	1
ENSG00000167173	451	199	489	359	655	655
ENSG00000261779	0	0	0	0	0	0
ENSG00000287926	0	0	0	0	1	1
ENSG00000260660	1	0	0	0	3	3
ENSG00000260104	0	0	0	0	0	0
